Number,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,CO TAQI
3957,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-07,Parts per billion,18.295652,29.6,17,27,Parts per million,0.005125,0.014,9,12,Parts per billion,0.8,1.8,4,1,Parts per million,0.533333,0.7,23,8,8
3958,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-08,Parts per billion,22.473913,28.7,16,26,Parts per million,0.004333,0.01,17,8,Parts per billion,0.790909,1.6,5,1,Parts per million,0.620833,0.7,0,8,9
3959,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-09,Parts per billion,16.947826,28.3,17,26,Parts per million,0.006917,0.017,9,14,Parts per billion,0.826087,1.8,15,1,Parts per million,0.566667,0.8,23,9,9
3960,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-10,Parts per billion,11.4,19,0,18,Parts per million,0.01225,0.017,10,14,Parts per billion,0.331818,0.6,0,0,Parts per million,0.475,0.8,0,9,6
3961,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-11,Parts per billion,11.530435,22,17,21,Parts per million,0.010292,0.017,23,14,Parts per billion,0.86087,1.9,5,1,Parts per million,0.395833,0.5,18,6,5
3962,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-12,Parts per billion,4.286957,6,17,6,Parts per million,0.014833,0.016,0,14,Parts per billion,0.204545,0.3,0,0,Parts per million,0.316667,0.4,0,5,5
3963,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-13,Parts per billion,9.304348,15.1,8,14,Parts per million,0.008458,0.013,0,11,Parts per billion,0.191304,0.4,23,0,Parts per million,0.354167,0.4,11,5,5
3964,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-14,Parts per billion,9.543478,13.7,16,12,Parts per million,0.016417,0.022,12,19,Parts per billion,0.243478,0.6,4,0,Parts per million,0.333333,0.4,0,5,7
3965,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-15,Parts per billion,13.230435,21.8,9,20,Parts per million,0.008,0.018,10,15,Parts per billion,0.647826,1.6,16,1,Parts per million,0.425,0.6,10,7,7
3966,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-16,Parts per billion,14.817391,23.3,20,22,Parts per million,0.007083,0.013,9,11,Parts per billion,0.909091,1.9,8,1,Parts per million,0.470833,0.6,9,7,6
3967,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-17,Parts per billion,11.269565,21.4,20,20,Parts per million,0.013542,0.031,21,26,Parts per billion,0.417391,0.7,4,0,Parts per million,0.383333,0.5,0,6,5
3968,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-18,Parts per billion,4.66087,11.9,18,10,Parts per million,0.026958,0.03,20,25,Parts per billion,0.236364,0.3,0,0,Parts per million,0.329167,0.4,0,5,5
3969,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-19,Parts per billion,4.208696,9.2,21,8,Parts per million,0.029708,0.033,9,28,Parts per billion,0.122727,0.2,1,0,Parts per million,0.304167,0.4,0,5,5
3970,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-20,Parts per billion,6.769565,19.8,23,18,Parts per million,0.025042,0.033,2,28,Parts per billion,0.240909,0.5,5,0,Parts per million,0.308333,0.4,22,5,7
3971,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-21,Parts per billion,17.382609,25.9,21,24,Parts per million,0.008458,0.02,10,17,Parts per billion,0.565217,1,4,1,Parts per million,0.504167,0.6,9,7,7
3972,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-22,Parts per billion,13.882609,20,0,19,Parts per million,0.011375,0.02,11,17,Parts per billion,0.772727,1.7,13,1,Parts per million,0.454167,0.6,0,7,7
3973,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-23,Parts per billion,16.869565,28.9,17,26,Parts per million,0.006958,0.016,9,14,Parts per billion,1.382609,4.8,13,6,Parts per million,0.45,0.6,22,7,7
3974,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-24,Parts per billion,16.395652,23.7,19,22,Parts per million,0.002667,0.006,9,5,Parts per billion,1.159091,3,13,4,Parts per million,0.579167,0.6,0,7,7
3975,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-25,Parts per billion,9.134783,15.9,0,14,Parts per million,0.0205,0.035,13,30,Parts per billion,0.4,0.6,4,0,Parts per million,0.4125,0.6,0,7,5
3976,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-26,Parts per billion,5.882609,13.1,22,12,Parts per million,0.025833,0.035,9,30,Parts per billion,0.459091,0.7,4,0,Parts per million,0.308333,0.4,22,5,6
3977,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-27,Parts per billion,13.513043,22.3,17,21,Parts per million,0.008958,0.02,9,17,Parts per billion,1.33913,4.4,14,6,Parts per million,0.433333,0.5,8,6,6
3978,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-28,Parts per billion,11.095652,17.1,7,16,Parts per million,0.0175,0.033,22,28,Parts per billion,0.609091,1.3,5,1,Parts per million,0.454167,0.5,0,6,3
3979,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-29,Parts per billion,3.347826,8.7,23,8,Parts per million,0.029792,0.034,0,29,Parts per billion,0.608696,1.8,17,1,Parts per million,0.3,0.3,0,3,5
3980,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-30,Parts per billion,10.426087,19.5,6,18,Parts per million,0.017333,0.031,9,26,Parts per billion,0.918182,2.2,11,3,Parts per million,0.320833,0.4,19,5,8
3981,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2010-12-31,Parts per billion,16.878261,26.8,20,25,Parts per million,0.007158,0.015,9,13,Parts per billion,0.830435,1.3,4,1,Parts per million,0.470833,0.7,23,8,7
3982,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-01,Parts per billion,11.452174,21.1,0,20,Parts per million,0.011417,0.016,23,14,Parts per billion,0.656522,1.4,4,1,Parts per million,0.433333,0.6,6,7,6
3983,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-02,Parts per billion,7.53913,12,20,11,Parts per million,0.017375,0.02,2,17,Parts per billion,0.721739,4.2,4,6,Parts per million,0.383333,0.5,0,6,6
3984,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-03,Parts per billion,13.082609,23.3,8,22,Parts per million,0.006958,0.015,9,13,Parts per billion,0.578261,1.5,3,1,Parts per million,0.458333,0.5,7,6,8
3985,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-04,Parts per billion,13.273913,24.9,19,23,Parts per million,0.00625,0.019,11,16,Parts per billion,1.091304,4.1,4,6,Parts per million,0.525,0.7,10,8,7
3986,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-05,Parts per billion,14.678261,28.9,18,26,Parts per million,0.005458,0.016,10,14,Parts per billion,0.917391,1.7,4,1,Parts per million,0.508333,0.6,9,7,8
3987,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-06,Parts per billion,16.586957,21.7,17,20,Parts per million,0.006042,0.011,23,9,Parts per billion,0.986957,3,4,4,Parts per million,0.491667,0.7,0,8,7
3988,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-07,Parts per billion,12.908696,22.8,17,21,Parts per million,0.006292,0.013,2,11,Parts per billion,0.717391,1.9,4,1,Parts per million,0.354167,0.6,22,7,7
3989,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-08,Parts per billion,16.269565,19.3,1,18,Parts per million,0.002667,0.008,23,7,Parts per billion,1.230435,3.7,4,4,Parts per million,0.466667,0.6,0,7,6
3990,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-09,Parts per billion,9.73913,21.9,21,20,Parts per million,0.010833,0.021,9,18,Parts per billion,0.704348,1.8,4,1,Parts per million,0.341667,0.5,23,6,7
3991,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-10,Parts per billion,17.16087,33.5,19,31,Parts per million,0.009417,0.025,10,21,Parts per billion,1.130435,3.1,3,4,Parts per million,0.4875,0.6,0,7,7
3992,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-11,Parts per billion,17.804348,24.8,1,23,Parts per million,0.005667,0.011,23,9,Parts per billion,1.065217,1.9,4,1,Parts per million,0.470833,0.6,0,7,7
3993,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-12,Parts per billion,12.665217,21.8,19,20,Parts per million,0.010958,0.021,9,18,Parts per billion,0.834783,2.9,4,3,Parts per million,0.408333,0.6,0,7,9
3994,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-13,Parts per billion,20.730435,27.3,16,25,Parts per million,0.000958,0.003,23,3,Parts per billion,1.5,2.7,4,3,Parts per million,0.625,0.8,20,9,8
3995,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-14,Parts per billion,12.03913,27.2,18,25,Parts per million,0.00925,0.022,9,19,Parts per billion,0.86087,2.9,4,3,Parts per million,0.454167,0.7,0,8,8
3996,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-15,Parts per billion,13.204348,18.2,18,17,Parts per million,0.001083,0.004,9,3,Parts per billion,1.117391,2.8,4,3,Parts per million,0.5875,0.7,0,8,7
3997,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-16,Parts per billion,12.736364,18.3,23,17,Parts per million,0.004167,0.011,10,9,Parts per billion,1.043478,6,4,9,Parts per million,0.504167,0.6,0,7,6
3998,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-17,Parts per billion,15.96087,19.9,21,18,Parts per million,0.00175,0.005,8,4,Parts per billion,0.852174,3.2,3,4,Parts per million,0.5,0.5,0,6,7
3999,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-18,Parts per billion,15.726087,23.3,18,22,Parts per million,0.006708,0.016,9,14,Parts per billion,0.93913,4.9,4,6,Parts per million,0.4875,0.6,22,7,10
4000,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-19,Parts per billion,15.191304,27.4,7,25,Parts per million,0.009583,0.024,23,20,Parts per billion,0.952174,1.7,4,1,Parts per million,0.533333,0.9,23,10,10
4001,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-20,Parts per billion,12.46087,30.4,18,28,Parts per million,0.01425,0.026,0,22,Parts per billion,0.682609,1.9,4,1,Parts per million,0.475,0.9,0,10,7
4002,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-21,Parts per billion,19.865217,34.6,18,32,Parts per million,0.006083,0.016,10,14,Parts per billion,1.291304,2.9,13,3,Parts per million,0.5625,0.6,0,7,8
4003,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-22,Parts per billion,10.930435,20.3,9,19,Parts per million,0.022208,0.034,18,29,Parts per billion,0.921739,3.1,4,4,Parts per million,0.491667,0.7,0,8,6
4004,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-23,Parts per billion,14.443478,27.2,18,25,Parts per million,0.010958,0.025,0,21,Parts per billion,0.947826,1.9,17,1,Parts per million,0.416667,0.5,11,6,7
4005,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-24,Parts per billion,20.995652,34.2,17,32,Parts per million,0.007542,0.022,9,19,Parts per billion,1.430435,3.7,13,4,Parts per million,0.5375,0.6,11,7,9
4006,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-25,Parts per billion,20.208696,35.4,19,33,Parts per million,0.006417,0.019,10,16,Parts per billion,1.156522,1.5,4,1,Parts per million,0.641667,0.8,22,9,10
4007,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-26,Parts per billion,18.765217,39.7,18,37,Parts per million,0.008083,0.024,10,20,Parts per billion,1.177273,2.1,10,3,Parts per million,0.683333,0.9,0,10,9
4008,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-27,Parts per billion,17.482609,24,18,23,Parts per million,0.001417,0.005,9,4,Parts per billion,1.426087,2.9,4,3,Parts per million,0.633333,0.8,22,9,11
4009,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-28,Parts per billion,17.278261,23.2,17,22,Parts per million,0.001167,0.004,8,3,Parts per billion,1.5,2.4,16,3,Parts per million,0.691667,1,23,11,11
4010,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-29,Parts per billion,13.53913,21.2,16,20,Parts per million,0.01475,0.033,23,28,Parts per billion,1.321739,3.6,4,4,Parts per million,0.654167,1,0,11,6
4011,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-30,Parts per billion,7.065217,16.2,21,15,Parts per million,0.016375,0.033,0,28,Parts per billion,0.554545,0.7,5,0,Parts per million,0.3875,0.5,20,6,8
4012,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-01-31,Parts per billion,13.986957,24.5,18,23,Parts per million,0.007625,0.021,10,18,Parts per billion,0.921739,3,3,4,Parts per million,0.575,0.7,8,8,7
4013,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-01,Parts per billion,9.043478,15.8,9,14,Parts per million,0.023542,0.035,23,30,Parts per billion,0.672727,1.3,5,1,Parts per million,0.441667,0.6,0,7,6
4014,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-02,Parts per billion,10.308696,33.7,19,31,Parts per million,0.02125,0.035,2,30,Parts per billion,0.552174,0.9,19,0,Parts per million,0.258333,0.5,23,6,6
4015,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-03,Parts per billion,20.621739,33.4,18,31,Parts per million,0.007708,0.02,10,17,Parts per billion,1.1,1.6,9,1,Parts per million,0.470833,0.5,0,6,7
4016,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-04,Parts per billion,19.586957,30,9,28,Parts per million,0.0065,0.019,10,16,Parts per billion,1.182609,2.7,10,3,Parts per million,0.520833,0.6,9,7,8
4017,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-05,Parts per billion,11.021739,20.2,9,19,Parts per million,0.019708,0.03,10,25,Parts per billion,0.990909,2.3,11,3,Parts per million,0.504167,0.7,0,8,5
4018,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-06,Parts per billion,9.465217,25.3,20,24,Parts per million,0.01625,0.03,10,25,Parts per billion,0.665217,0.9,1,0,Parts per million,0.291667,0.4,22,5,6
4019,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-07,Parts per billion,13.734783,23.1,18,22,Parts per million,0.017,0.033,23,28,Parts per billion,1.182609,3.4,13,4,Parts per million,0.366667,0.5,8,6,5
4020,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-08,Parts per billion,11.941176,34.1,20,32,Parts per million,0.024357,0.033,0,28,Parts per billion,0.7875,1.3,6,1,Parts per million,0.242857,0.4,20,5,5
4021,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-09,Parts per billion,9.069565,31.1,20,29,Parts per million,0.020333,0.032,9,27,Parts per billion,0.513636,0.8,21,0,Parts per million,0.254167,0.4,0,5,5
4022,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-10,Parts per billion,17.126087,30.1,7,28,Parts per million,0.013083,0.03,9,25,Parts per billion,0.740909,1.2,7,1,Parts per million,0.354167,0.4,0,5,6
4023,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-11,Parts per billion,18.43913,32.4,7,30,Parts per million,0.012542,0.031,11,26,Parts per billion,0.931818,1.5,5,1,Parts per million,0.404167,0.5,10,6,5
4024,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-12,Parts per billion,17.317391,27.2,22,25,Parts per million,0.011958,0.026,10,22,Parts per billion,1.413636,3.6,16,4,Parts per million,0.4,0.4,0,5,6
4025,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-13,Parts per billion,13.56087,22.5,6,21,Parts per million,0.024167,0.034,13,29,Parts per billion,1.195455,3,17,4,Parts per million,0.395833,0.5,0,6,3
4026,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-14,Parts per billion,5.4,9.9,18,8,Parts per million,0.029708,0.033,1,28,Parts per billion,0.590909,0.9,9,0,Parts per million,0.3,0.3,0,3,3
4027,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-15,Parts per billion,3.031818,5.6,7,5,Parts per million,0.035875,0.038,11,32,Parts per billion,0.390476,0.6,5,0,Parts per million,0.266667,0.3,0,3,2
4028,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-16,Parts per billion,4.973913,9.6,8,8,Parts per million,0.031875,0.034,9,29,Parts per billion,0.395455,0.5,5,0,Parts per million,0.2,0.2,0,2,3
4029,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-17,Parts per billion,4.373913,7.5,17,7,Parts per million,0.028042,0.033,0,28,Parts per billion,0.422727,0.6,5,0,Parts per million,0.229167,0.3,17,3,5
4030,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-18,Parts per billion,10.913043,24.4,7,23,Parts per million,0.020167,0.031,21,26,Parts per billion,0.5,0.7,5,0,Parts per million,0.341667,0.4,6,5,7
4031,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-19,Parts per billion,11.904348,28.1,21,26,Parts per million,0.018167,0.03,0,25,Parts per billion,0.618182,1.1,18,1,Parts per million,0.3125,0.6,23,7,7
4032,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-20,Parts per billion,8.478261,17.9,6,16,Parts per million,0.01775,0.03,10,25,Parts per billion,0.6,0.8,5,0,Parts per million,0.358333,0.6,0,7,5
4033,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-21,Parts per billion,11.752174,26,21,25,Parts per million,0.018417,0.034,10,29,Parts per billion,0.6,0.9,9,0,Parts per million,0.333333,0.4,6,5,7
4034,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-22,Parts per billion,12.691304,26.1,7,25,Parts per million,0.018417,0.032,10,27,Parts per billion,0.813636,1.6,10,1,Parts per million,0.4125,0.6,8,7,5
4035,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-23,Parts per billion,12.03913,23.3,7,22,Parts per million,0.019917,0.027,10,23,Parts per billion,0.868182,2.3,13,3,Parts per million,0.35,0.4,7,5,5
4036,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-24,Parts per billion,7.778261,26.6,7,25,Parts per million,0.0285,0.033,23,28,Parts per billion,0.536364,0.7,5,0,Parts per million,0.308333,0.4,0,5,3
4037,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-25,Parts per billion,3.917391,11.4,22,10,Parts per million,0.030208,0.035,9,30,Parts per billion,0.4,0.6,10,0,Parts per million,0.3,0.3,0,3,5
4038,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-26,Parts per billion,10.408696,21.3,7,20,Parts per million,0.018625,0.034,10,29,Parts per billion,0.568182,0.8,18,0,Parts per million,0.354167,0.4,7,5,6
4039,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-27,Parts per billion,9.782609,20.7,2,19,Parts per million,0.018042,0.032,11,27,Parts per billion,0.681818,1.1,5,1,Parts per million,0.395833,0.5,2,6,6
4040,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-02-28,Parts per billion,11.604348,22.5,6,21,Parts per million,0.019905,0.034,10,29,Parts per billion,0.681818,1,7,1,Parts per million,0.408333,0.5,6,6,6
4041,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-01,Parts per billion,7.978947,22.8,8,21,Parts per million,0.028684,0.035,10,30,Parts per billion,0.794737,2.5,7,3,Parts per million,0.375,0.5,12,6,5
4042,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-02,Parts per billion,5.13913,11.3,2,10,Parts per million,0.026833,0.029,18,25,Parts per billion,0.559091,0.7,0,0,Parts per million,0.391667,0.4,1,5,5
4043,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-03,Parts per billion,8.434783,17.7,21,16,Parts per million,0.020833,0.033,9,28,Parts per billion,0.690909,2.4,15,3,Parts per million,0.354167,0.4,0,5,5
4044,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-04,Parts per billion,12.017391,23.4,7,22,Parts per million,0.015042,0.028,9,24,Parts per billion,1.127273,3.1,18,4,Parts per million,0.333333,0.4,8,5,5
4045,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-05,Parts per billion,7.778261,17.5,0,16,Parts per million,0.018958,0.031,10,26,Parts per billion,1.086364,3.4,15,4,Parts per million,0.329167,0.4,0,5,5
4046,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-06,Parts per billion,5.2,9.5,17,8,Parts per million,0.020583,0.032,23,27,Parts per billion,0.431818,0.7,0,0,Parts per million,0.333333,0.4,1,5,3
4047,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-07,Parts per billion,2.817391,5.2,20,5,Parts per million,0.0345,0.037,5,31,Parts per billion,0.513636,1.3,8,1,Parts per million,0.241667,0.3,0,3,3
4048,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-08,Parts per billion,5.413043,11.9,23,10,Parts per million,0.023667,0.031,9,26,Parts per billion,0.459091,1,5,1,Parts per million,0.3,0.3,0,3,6
4049,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-09,Parts per billion,11.569565,23.9,20,22,Parts per million,0.013,0.023,10,19,Parts per billion,0.977273,2.6,20,3,Parts per million,0.379167,0.5,23,6,6
4050,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-10,Parts per billion,9.256522,17.6,7,16,Parts per million,0.01875,0.03,9,25,Parts per billion,0.477273,0.7,7,0,Parts per million,0.366667,0.5,0,6,5
4051,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-11,Parts per billion,8.195652,16.8,7,15,Parts per million,0.025833,0.038,10,32,Parts per billion,0.531818,0.8,5,0,Parts per million,0.354167,0.4,1,5,5
4052,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-12,Parts per billion,5.678261,11.9,23,10,Parts per million,0.026042,0.037,9,31,Parts per billion,0.440909,0.5,0,0,Parts per million,0.329167,0.4,0,5,5
4053,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-13,Parts per billion,6.034783,12.3,0,11,Parts per million,0.019,0.025,8,21,Parts per billion,0.436364,0.6,5,0,Parts per million,0.366667,0.4,0,5,5
4054,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-14,Parts per billion,8.152174,17.3,6,16,Parts per million,0.013667,0.017,15,14,Parts per billion,0.6,1.9,9,1,Parts per million,0.3375,0.4,7,5,3
4055,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-15,Parts per billion,5.030435,9.8,11,8,Parts per million,0.024167,0.032,22,27,Parts per billion,0.272727,0.4,8,0,Parts per million,0.3,0.3,0,3,3
4056,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-16,Parts per billion,4.247826,12.7,7,11,Parts per million,0.0335,0.043,9,36,Parts per billion,0.418182,0.6,12,0,Parts per million,0.283333,0.3,0,3,5
4057,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-17,Parts per billion,7.86087,25,6,24,Parts per million,0.03125,0.041,10,35,Parts per billion,0.609091,0.8,6,0,Parts per million,0.329167,0.4,7,5,5
4058,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-18,Parts per billion,5.065217,9.6,11,8,Parts per million,0.037708,0.04,10,34,Parts per billion,0.418182,0.7,1,0,Parts per million,0.345833,0.4,13,5,5
4059,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-19,Parts per billion,2.330435,3.8,0,3,Parts per million,0.039,0.045,22,38,Parts per billion,0.372727,0.5,0,0,Parts per million,0.316667,0.4,0,5,5
4060,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-20,Parts per billion,3.117391,8.1,22,8,Parts per million,0.033125,0.043,0,36,Parts per billion,0.372727,0.8,20,0,Parts per million,0.308333,0.4,22,5,5
4061,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-21,Parts per billion,7.23913,23.3,6,22,Parts per million,0.030333,0.041,11,35,Parts per billion,0.45,0.6,8,0,Parts per million,0.370833,0.4,0,5,5
4062,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-22,Parts per billion,6.66087,23.5,6,22,Parts per million,0.030833,0.04,9,34,Parts per billion,0.413636,0.5,0,0,Parts per million,0.383333,0.4,0,5,5
4063,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-23,Parts per billion,3.413043,6,7,6,Parts per million,0.035208,0.038,10,32,Parts per billion,0.336364,0.5,13,0,Parts per million,0.383333,0.4,0,5,5
4064,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-24,Parts per billion,4.469565,10.2,14,9,Parts per million,0.035458,0.037,16,31,Parts per billion,0.345455,0.4,0,0,Parts per million,0.254167,0.4,0,5,1
4065,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-25,Parts per billion,4.259091,10.2,6,9,Parts per million,0.033417,0.036,9,31,Parts per billion,0.386364,0.5,5,0,Parts per million,0.1,0.1,0,1,1
4066,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-03-26,Parts per billion,3.713043,9.5,21,8,Parts per million,0.032917,0.04,11,34,Parts per billion,0.372727,0.4,2,0,Parts per million,0.083333,0.1,0,1,1
