Number,SO2 AQI,SO2 AQI Compare
4715,3.72829431093,1
4716,3.86860940578,3
4717,2.70977527848,0
4718,2.57467447933,1
4719,3.10035258125,1
4720,3.92338525137,0
4721,2.94994456419,1
4722,4.09306132048,0
4723,4.13004602734,1
4724,5.35903770206,0
4725,6.21804807153,0
4726,5.22012503661,10
4727,4.30874825844,1
4728,5.27108901591,1
4729,5.16602052935,1
4730,3.69164527324,0
4731,4.05988847992,1
4732,4.30701015988,1
4733,4.36111466714,1
4734,4.80472971693,1
4735,3.15131656055,1
4736,3.19037503513,1
4737,2.44727189669,0
4738,2.26997209498,1
4739,3.03755758118,1
4740,3.47943453241,0
4741,3.79845185835,1
4742,3.32340206656,3
4743,4.16669506503,1
4744,3.72655621237,1
4745,3.4989637697,1
4746,3.53527713823,7
4747,3.43054432084,1
4748,3.21278361515,1
4749,2.75726306065,0
4750,4.02290377306,0
4751,3.58483868812,1
4752,3.76180282066,1
4753,5.20126713765,1
4754,5.04142280551,6
4755,4.3928850783,3
4756,5.62187675302,1
4757,4.67732713429,0
4758,4.8665324407,0
4759,3.34119320529,1
4760,2.8661434135,0
4761,2.6169479658,0
4762,2.07314305598,1
4763,3.72134191668,1
4764,3.77752019166,3
4765,2.05602325559,1
4766,4.14228720122,0
4767,3.56704754939,1
4768,5.00684753555,3
4769,4.51574470359,6
4770,2.44138626266,0
4771,2.1471124697,3
4772,2.19981454756,3
4773,1.62143436778,0
4774,1.79284853546,0
4775,1.81063967419,0
4776,2.59949249624,0
4777,3.35691057629,0
4778,2.11220153057,0
4779,2.47663287096,1
4780,2.8661434135,1
4781,4.18101000664,1
4782,4.58416415245,4
4783,4.07801528782,0
4784,4.09687318678,0
4785,3.02357830874,0
4786,2.03856778602,0
4787,1.93349929947,1
4788,3.18134887315,4
4789,2.37504058153,3
4790,2.77819472734,0
4791,2.84487607764,1
4792,5.21558207925,1
4793,4.40927378764,1
4794,2.84868794393,4
4795,2.38901985397,0
4796,2.07347872515,3
4797,2.73947192192,0
4798,2.62042416293,1
4799,2.72582831865,0
4800,0.723365523715,0
4801,1.12685533869,0
4802,1.26717043354,0
4803,2.31886230655,0
4804,2.30521870328,3
4805,1.37223892009,0
4806,1.05669779127,0
4807,0.898927226856,0
4808,0.934173835151,0
4809,1.82843081292,1
4810,2.35237081628,1
4811,2.96740003375,3
4812,2.10872533345,1
4813,2.30140683698,3
4814,1.02178685214,0
4815,1.03750422314,0
4816,1.24797686541,0
4817,2.31919797572,1
4818,3.3359789096,0
4819,4.05467418423,0
4820,3.33564324043,3
4821,2.31745987715,1
4822,2.51221514842,1
4823,4.49688680462,1
4824,2.40714666187,0
4825,3.56738321856,7
4826,1.37223892009,0
4827,1.88079722161,0
4828,2.02111231646,6
4829,2.49475967886,3
4830,3.69024284384,1
4831,4.35343118182,1
4832,4.10771193125,1
4833,4.52932855413,0
4834,6.19812341234,4
4835,3.0734755278,1
4836,1.79318420463,1
4837,1.51255401493,0
4838,1.56525609279,0
4839,1.16176627782,0
4840,1.07415326083,0
4841,1.51603021206,0
4842,2.93663663009,6
4843,1.09160873039,0
4844,0.793523071138,0
4845,1.33732798096,0
4846,0.951629304715,0
4847,1.35478345052,0
4848,0.969084774279,0
4849,1.44065836895,0
4850,1.75653516693,1
4851,2.96807137209,1
4852,1.40748552838,1
4853,1.3003432741,1
4854,1.60016703192,0
4855,1.67032457934,0
4856,0.528945921613,0
4857,0.195613654061,0
4858,0.0221257186504,0
4859,1.38969438965,0
4860,1.12685533869,0
4861,1.65286910978,0
4862,3.25217775891,1
4863,2.62109550127,1
4864,1.24971496397,0
4865,1.51255401493,0
4866,1.19701288611,0
4867,1.23192382524,0
4868,1.58271156236,1
4869,3.79564699956,9
4870,4.32339886921,9
4871,0.583386098035,0
4872,0.898927226856,0
4873,1.5300094845,0
4874,1.37223892009,0
4875,1.67032457934,0
4876,2.82775627724,3
4877,0.651469877728,0
4878,0.6165589386,0
4879,0.756538364279,0
4880,0.335928748907,0
4881,0.844487050433,0
4882,1.31779874366,0
4883,1.51255401493,0
4884,1.63541364021,1
4885,-0.539134660734,0
4886,0.109403066471,0
4887,-0.434066174183,0
4888,0.249718161317,0
4889,2.95028023336,0
4890,2.68744118239,1
4891,2.81030080768,3
4892,1.88079722161,0
4893,4.16007833995,6
4894,3.81310246912,6
4895,3.34012644506,1
4896,1.93349929947,1
4897,0.265771201484,0
4898,0.828769679433,0
4899,1.82843081292,3
4900,2.58237269584,3
4901,3.67312304344,6
4902,2.68744118239,0
4903,1.00399571341,0
4904,1.30208137266,0
4905,1.98967757446,4
4906,1.81063967419,1
4907,0.565594959304,0
4908,0.320211377907,0
4909,1.77920493219,0
4910,2.93630096092,7
4911,3.04170511664,3
4912,2.23539682502,0
4913,1.86715361834,0
4914,1.90206455747,0
4915,2.4068109927,1
4916,1.93349929947,0
4917,1.2493792948,0
4918,1.2846259031,0
4919,1.19701288611,0
4920,0.565594959304,0
4921,1.46366380337,0
4922,2.34046531157,3
4923,0.635752506727,0
4924,0.54813948974,0
4925,1.58271156236,0
4926,1.10939986913,0
4927,0.986540243843,0
4928,1.31953684223,0
4929,0.355122317035,0
4930,-0.328662018465,0
4931,0.600505898433,0
4932,0.481458139444,0
4933,0.355122317035,0
4934,1.11287606625,0
4935,1.76174946262,0
4936,2.51221514842,4
4937,1.21446835568,0
4938,0.670663445856,0
4939,1.03890665254,0
4940,0.477981942317,0
4941,2.53348248428,6
4942,4.18308377437,16
4943,2.00365684689,1
4944,1.35478345052,0
4945,0.933838165984,0
4946,0.793523071138,0
4947,0.495437411881,0
4948,0.337666847471,0
4949,1.38969438965,1
4950,2.05602325559,1
4951,0.740820993279,0
4952,0.779543798701,0
4953,2.11220153057,6
4954,1.23573569153,0
4955,0.600841567599,0
4956,0.0922832660735,0
4957,1.76174946262,0
4958,1.6915919152,0
4959,1.30589323896,0
4960,2.63855097083,7
4961,4.46264720383,3
4962,3.65566757388,6
4963,3.93943829153,10
4964,1.11287606625,0
4965,1.16557814411,0
4966,1.69333001376,0
4967,1.32334870852,0
4968,0.741156662445,0
4969,0.986540243843,0
4970,1.37223892009,0
4971,1.2846259031,0
4972,2.70489665196,4
4973,4.26895869279,4
4974,0.968749105112,0
4975,1.14431080825,0
4976,1.7230266572,3
4977,2.14363627257,3
4978,1.79318420463,0
4979,1.51255401493,1
4980,2.6169479658,1
4981,3.46231473201,1
4982,3.30487983677,4
4983,0.288776635906,0
4984,0.657019842585,0
4985,2.63821530166,3
4986,2.81344133564,1
4987,2.77471853022,3
4988,4.10704059292,0
4989,3.0905953282,0
4990,3.05568438907,1
4991,5.56636981637,6
4992,3.49722567114,1
4993,1.75793759633,1
4994,3.19914001188,3
4995,2.28742756455,3
4996,2.21727001712,4
4997,1.65286910978,4
4998,3.74260925253,1
4999,4.70876187629,1
5000,5.1276333931,1
5001,5.53112320807,1
5002,6.17932526611,3
5003,3.93596209441,0
5004,3.95515566253,4
5005,5.46377051944,13
5006,6.53325353119,13
5007,3.71083884137,10
5008,1.81411587132,0
5009,5.09412488337,9
5010,4.34259243734,3
5011,3.51815733783,0
5012,2.40995152066,0
5013,2.56772208507,0
5014,4.70842620712,1
5015,3.65847243267,0
5016,4.50002733259,1
5017,2.99040546818,0
5018,3.68990717468,1
5019,5.35522583577,3
5020,4.46304262573,0
5021,5.40966601219,0
5022,6.35836316638,4
5023,3.305946597,1
5024,3.57085941569,0
5025,2.76455112407,3
5026,4.48430996158,0
5027,4.1527157926,7
5028,3.36212487198,6
5029,2.29090376167,3
5030,3.77752019166,16
5031,1.34080417809,0
5032,3.14817603259,1
5033,2.6221622615,0
5034,2.8480166056,0
5035,1.37537944805,0
5036,2.55060228468,0
5037,2.41028718983,0
5038,3.29196732456,0
5039,3.64449316024,0
5040,4.53667637028,1
5041,3.60195848852,0
5042,3.65813676351,1
5043,3.23405095101,0
5044,3.95274622564,0
5045,3.60195848852,0
5046,3.09547395473,1
5047,4.13178412591,1
5048,4.61907509157,0
5049,4.75905451725,0
5050,3.97193979376,0
5051,4.46651882285,1
5052,2.87978701677,0
5053,2.35377324568,0
5054,4.81175659511,0
5055,4.74333714625,1
5056,3.98939526333,0
5057,4.76253071438,0
5058,4.92030127879,1
5059,4.30667449071,1
5060,4.04209734119,0
5061,6.02469522966,1
5062,5.36044013146,1
5063,3.97541599089,7
5064,4.81523279224,0
5065,5.90217127355,3
5066,3.74748787906,1
5067,4.65920032639,3
5068,5.5007552263,0
5069,4.25778427915,1
5070,4.0846320129,1
5071,4.5715873094,3
5072,5.01312859147,1
5073,4.36492653343,1
5074,4.93983051608,0
5075,5.02918163164,1
5076,4.32794182657,0
5077,4.13144845674,3
5078,4.95728598565,1
5079,4.22079957229,0
5080,5.13077392106,1
5081,5.25363354634,0
5082,5.02884596247,1
5083,5.06409257076,3
5084,2.09614849041,0
5085,1.97188643573,0
5086,4.74714901255,1
5087,3.09928582102,0
5088,4.20194167333,1
5089,5.88678957171,0
5090,5.36391632858,3
5091,7.31227461626,1
5092,7.08434650443,1
5093,5.62568861931,3
5094,4.97333902582,1
5095,5.56777224577,1
5096,5.70775167144,1
5097,5.70948977001,0
5098,5.49901712774,1
5099,5.85221430175,0
5100,7.41179313796,0
5101,5.01032373267,0
5102,4.90318147839,1
5103,3.57052374652,4
5104,3.09547395473,0
5105,1.62283679717,0
5106,2.65567077123,0
5107,3.09580962389,0
5108,3.2535801883,0
5109,4.09687318678,0
5110,3.2535801883,0
5111,3.43054432084,1
5112,3.7286299801,0
5113,2.99214356674,0
5114,1.80047226805,0
5115,0.832581545726,0
5116,0.481793808611,0
5117,1.60364322905,0
5118,3.95622242276,6
5119,2.92165035015,3
5120,2.30835923124,0
5121,1.83504753801,0
5122,1.16524247494,0
5123,3.44659736101,0
5124,2.93803905948,0
5125,2.90279245119,0
5126,2.99074113734,0
5127,4.04243301035,0
5128,3.79704942896,0
5129,3.62182339498,0
5130,2.93803905948,3
5131,4.93668998812,0
5132,3.2888267966,3
5133,3.25184208974,0
5134,3.83229603725,0
5135,3.4818439693,0
5136,3.0434432152,0
5137,2.3596588797,0
5138,2.39423414966,1
5139,2.5697958528,0
5140,2.30869490041,1
5141,2.21760568629,0
5142,2.46298926769,3
5143,2.62249793066,0
5144,2.30695680184,1
5145,2.62283359983,0
5146,2.48251850498,0
5147,3.44659736101,0
5148,4.90351714756,3
5149,2.96773570292,6
5150,3.02424964707,3
5151,3.26963322847,7
5152,2.21412948916,1
5153,4.2337120845,1
5154,4.6721128386,1
5155,5.72587847934,4
5156,2.16697737616,3
5157,3.09614529306,4
5158,2.60537813026,4
5159,4.06229791682,7
5160,2.97328566778,0
5161,2.00920681175,0
5162,3.7272275507,0
5163,2.37711434926,0
5164,1.19701288611,0
5165,1.84588628248,0
5166,2.45951307056,1
5167,3.3359789096,0
5168,4.11118812838,1
5169,3.26963322847,0
5170,2.56839342341,0
5171,2.11253719974,1
5172,1.90206455747,3
5173,3.09614529306,0
5174,5.32373134103,1
5175,3.2888267966,1
5176,4.55132698105,4
5177,2.67520000852,3
5178,1.60431456738,0
5179,2.06017079105,1
5180,3.20154944878,1
5181,2.32474794057,0
5182,3.04377888437,3
5183,2.65774453896,0
5184,2.14397194174,0
5185,1.9512904382,0
5186,2.47730420929,3
5187,2.74014326025,0
5188,1.61829383982,0
5189,2.42460213143,0
5190,1.93731116577,0
5191,1.84969814878,0
5192,1.84969814878,0
5193,1.44654400297,0
5194,2.6036400317,3
5195,3.21726681978,1
5196,7.60334812854,1
5197,9.60300606468,3
5198,4.70735944689,0
5199,1.57287982538,0
5200,1.22209208826,0
5201,1.69366568293,0
5202,2.15126000516,0
5203,1.42527666711,0
5204,1.93731116577,0
5205,1.6744721148,0
5206,1.12719100786,0
5207,1.7582732655,0
5208,3.60296549602,3
5209,6.16354814238,1
5210,9.88189815581,3
5211,5.47976380688,1
5212,3.16456474192,0
5213,1.27098229983,0
5214,1.34113984725,0
5215,1.42494099795,0
5216,1.56351799423,1
5217,2.07381439432,1
5218,2.42460213143,3
5219,1.35478345052,0
5220,1.0392423217,0
5221,1.7582732655,0
5222,1.93349929947,0
5223,2.10906100261,0
5224,2.24937609746,3
5225,3.26615703134,3
5226,1.60050270109,0
5227,2.84554741597,4
5228,3.23505795851,10
5229,1.09194439956,0
5230,2.11253719974,3
5231,4.25217456156,3
5232,2.19286215331,0
5233,2.01763611933,0
5234,2.56110535999,7
5235,3.38520479033,4
5236,4.33390194452,4
5237,1.5614442265,1
5238,0.790046874011,0
5239,0.454976507896,0
5240,1.96493404147,3
5241,1.96493404147,3
5242,0.349908021344,0
5243,0.349908021344,0
5244,1.9998449806,1
5245,1.92968743318,4
5246,1.54398875693,1
5247,1.85952988575,1
5248,0.614820840036,0
5249,0.772591404447,0
5250,1.45637573995,0
5251,0.667187248729,0
5252,-0.0343882255023,0
5253,0.439259136895,0
5254,0.333854981177,0
5255,0.772591404447,0
5256,3.45569800692,3
5257,5.26374119975,6
5258,1.45811383851,0
5259,1.24764119624,0
5260,0.861942519997,0
5261,1.94921667047,0
5262,2.58063459728,4
5263,2.59809006684,6
5264,2.84454040847,9
5265,1.52827138593,0
5266,0.949555536984,0
5267,0.511154782882,0
5268,0.651469877728,0
5269,0.897189128292,0
5270,1.58097346379,0
5271,3.82708174156,6
5272,1.49509854537,0
5273,0.213069123625,0
5274,0.213069123625,0
5275,0.511154782882,0
5276,0.986540243843,0
5277,0.108000637074,0
5278,0.423541765895,0
5279,0.565594959304,0
5280,0.511154782882,0
5281,2.00191874833,1
5282,3.91503042772,1
5283,2.77505419938,10
5284,1.65113101122,3
5285,1.51255401493,0
5286,3.32233530633,6
5287,2.91884549136,7
5288,2.83123247437,6
5289,3.85008717598,6
5290,1.19701288611,0
5291,0.688454584586,0
5292,1.2846259031,0
5293,2.70977527848,4
5294,3.95515566253,1
5295,1.2846259031,0
5296,1.89858836034,0
5297,0.0748277965094,0
5298,0.583386098035,0
5299,1.63541364021,1
5300,1.35478345052,0
5301,0.618297037163,0
5302,1.35478345052,0
5303,2.18269474716,1
5304,1.86715361834,6
5305,1.7582732655,3
5306,0.937650032278,0
5307,0.69226645088,0
5308,0.481793808611,0
5309,1.53382135079,3
5310,0.657019842585,0
5311,1.77606440423,0
5312,0.916718365587,0
5313,1.41129739468,0
5314,2.67379757912,0
5315,3.09648096223,4
5316,2.81585077253,4
5317,1.6758745442,1
5318,1.42875286424,0
5319,1.93731116577,3
5320,2.69332681642,4
5321,0.921932661277,0
5322,2.46506303542,4
5323,2.60537813026,4
5324,2.51776511328,0
5325,3.13172757052,0
5326,2.8161864417,0
5327,2.43015209629,0
5328,2.69299114725,3
5329,6.18380847074,4
5330,6.90524885143,10
5331,4.39736828293,11
5332,3.2559896252,7
5333,2.67553567769,1
5334,1.72857662206,0
5335,3.21900491834,1
5336,1.36033341538,0
5337,0.772591404447,0
5338,1.66858648078,0
5339,1.14257270969,0
5340,0.562118762177,0
5341,2.24730232973,0
5342,1.37050082152,0
5343,0.914644597856,0
5344,1.12511724013,0
5345,2.35237081628,1
5346,1.37050082152,0
5347,1.66858648078,0
5348,1.24764119624,1
5349,1.94921667047,1
5350,3.42359192659,3
5351,4.75624965846,0
5352,7.2114281491,1
5353,6.52797948277,3
5354,7.07178439259,10
5355,7.69028980719,7
5356,3.21866924918,9
5357,2.81344133564,6
5358,2.02077664729,0
5359,1.98586570816,0
5360,2.67346190996,4
5361,5.25049301838,1
5362,4.86686810987,9
5363,2.30521870328,0
5364,1.76174946262,3
5365,3.00645850834,3
5366,3.83055793869,4
5367,2.35792078114,4
5368,1.76174946262,4
5369,1.65668097607,0
5370,3.91817095568,4
5371,3.23438662018,0
5372,3.2535801883,3
5373,2.99074113734,3
5374,1.80890157563,0
5375,1.66858648078,6
5376,2.94994456419,4
5377,4.30353396275,17
5378,3.84801340825,1
5379,4.69304450529,11
5380,1.51255401493,0
5381,1.40748552838,0
5382,1.75793759633,4
5383,3.00612283918,4
5384,4.23511451389,1
5385,4.1670307342,3
5386,4.81590413057,41
5387,6.30599675769,11
5388,4.76320205271,7
5389,3.81484056769,19
5390,3.09580962389,1
5391,2.60330436253,0
5392,4.14783716607,0
5393,1.83504753801,1
5394,2.46472736625,0
5395,2.71011094765,1
5396,5.55934293819,1
5397,3.96765802165,0
5398,3.99494522819,1
5399,2.50625503047,3
5400,2.85530466902,4
5401,3.94257881949,4
5402,2.25251662542,1
5403,2.41028718983,1
5404,4.56811111228,0
5405,2.76421545491,0
5406,3.78273448735,1
5407,2.87135770919,0
5408,3.15024980032,1
5409,2.95723262761,1
5410,2.1156777277,0
5411,2.79738829547,0
5412,3.34259563469,0
5413,3.13279433075,0
5414,3.59038865298,0
5415,2.49790020682,0
5416,2.97121190005,1
5417,1.41236415491,0
5418,1.95549772639,1
5419,1.34187093832,1
5420,2.16109174214,1
5421,1.9684102386,0
5422,2.77819472734,0
5423,1.97188643573,0
5424,2.04170831398,0
5425,3.60543468565,0
5426,3.99354279879,0
5427,2.8623315472,0
5428,2.78167092447,0
5429,3.30802036473,0
5430,2.28742756455,0
5431,0.651469877728,0
5432,1.28776643106,1
5433,2.21693434796,0
5434,2.32267417284,1
5435,2.6169479658,1
5436,4.30353396275,0
5437,2.79738829547,0
5438,2.83263490376,1
5439,3.13038489385,1
5440,3.60229415769,1
5441,5.30459752564,1
5442,3.65639866494,1
5443,4.00892450062,1
5444,3.97367789233,1
5445,3.88640054451,1
5446,4.78205995167,1
5447,4.60509581914,3
5448,4.25604618058,3
5449,2.10343655383,3
5450,3.55480637552,6
5451,4.40017314172,1
5452,3.17291956557,1
5453,3.01273956426,3
5454,3.08323278085,1
5455,2.3258147008,0
5456,1.50345336902,6
5457,1.6615596026,0
5458,3.2392652467,1
5459,3.20609240613,1
5460,3.18656316884,1
5461,3.24274144383,0
5462,2.31564729466,1
5463,3.16910769928,1
5464,4.36492653343,1
5465,3.31289899125,3
5466,3.4675290277,1
5467,3.60958222111,1
5468,3.17118146701,1
5469,4.04624487665,0
5470,2.64516769592,1
5471,4.3652622026,1
5472,3.73384427579,1
5473,2.36453750622,3
5474,4.50557729744,1
5475,1.24128565639,0
5476,1.85665054303,0
5477,2.57568148683,0
5478,2.38092621556,0
5479,2.62804789552,0
5480,3.4518116567,1
5481,2.9767618649,0
5482,3.9740135615,1
5483,2.53662301224,0
5484,2.56805775424,0
5485,3.13105623219,0
5486,2.04411775088,0
5487,3.41135075271,1
5488,2.71151337705,4
5489,2.39456981883,0
5490,2.55234038324,0
5491,2.6050424611,0
5492,3.00645850834,0
5493,5.16461809996,1
5494,3.62182339498,1
5495,2.93803905948,4
5496,1.83190701005,0
5497,1.81618963905,0
5498,1.99141567302,3
5499,2.65774453896,0
5500,3.00645850834,0
5501,3.74468302026,0
5502,4.25497942035,0
5503,5.00892130328,1
5504,4.06229791682,1
5505,3.71358394743,6
5506,3.46579092914,7
5507,3.30975846329,1
5508,3.21866924918,0
5509,3.04899318006,1
5510,3.22248111547,3
5511,3.12410383793,1
5512,2.47523044156,4
5513,3.38660721973,4
5514,2.57856082955,0
5515,2.29793063986,1
5516,3.80755250427,1
5517,4.0354806161,0
5518,1.70383308907,0
5519,1.50907781781,0
5520,2.10524913632,0
5521,1.87905912305,0
5522,2.45743930283,1
5523,3.28361250091,1
5524,2.79217399978,4
5525,2.37016195501,1
5526,2.30000440759,1
5527,3.07280418947,0
5528,2.30000440759,0
5529,2.52793251942,0
5530,3.38868098746,1
5531,4.17753380951,1
5532,2.33698911445,0
5533,2.03890345519,0
5534,3.7743796637,0
5535,2.37016195501,0
5536,4.08992079252,1
5537,3.37122551789,1
5538,3.75518609557,0
5539,1.94921667047,0
5540,2.35270648545,1
5541,2.79077157038,0
5542,3.29932987191,1
5543,4.07246532296,1
5544,3.10664836837,4
5545,5.89656155596,3
5546,3.0734755278,6
5547,3.21345495348,1
5548,1.79144610606,0
5549,0.651805546895,0
5550,1.66858648078,0
5551,1.49336044681,0
5552,1.89685026178,0
5553,1.090206301,0
5554,1.73907969737,1
5555,2.0193742179,1
5556,0.844487050433,0
5557,2.00365684689,0
5558,4.70388324977,0
5559,6.91401382818,0
5560,3.03682649011,0
5561,1.80923724479,0
5562,1.37083649069,0
5563,1.37083649069,0
5564,1.89858836034,0
5565,2.35444458401,0
5566,3.05568438907,0
5567,1.5128896841,0
5568,1.28496157227,0
5569,1.28496157227,0
5570,1.84241008536,0
5571,1.63193744309,0
5572,1.84414818392,0
5573,1.72128855864,0
5574,0.737680465318,0
5575,0.965608577152,0
5576,1.22844762811,0
5577,0.967346675715,0
5578,1.03750422314,0
5579,1.33558988239,0
5580,1.35304535196,0
5581,0.932435736587,0
5582,0.721963094318,0
5583,0.581647999472,0
5584,0.967346675715,0
5585,0.914644597856,0
5586,1.21446835568,0
5587,1.07241516227,0
5588,1.96874590777,0
5589,1.37083649069,0
5590,0.809576111305,0
5591,1.16002817925,0
5592,0.897189128292,0
5593,1.56906795909,0
5594,1.74429399306,0
5595,1.26717043354,0
5596,3.14396874439,4
5597,5.84974511212,4
5598,3.31852344004,1
5599,3.02565207647,0
5600,4.04170191929,3
5601,3.65566757388,7
5602,1.74081779593,0
5603,1.24971496397,0
5604,0.811314209869,0
5605,2.81411267397,0
5606,3.19981135021,6
5607,1.79318420463,0
5608,2.21412948916,0
5609,1.9512904382,0
5610,2.03890345519,0
5611,1.67413644564,0
5612,1.9198556962,0
5613,2.32300984201,0
5614,4.67278417693,9
5615,5.26929116461,3
5616,0.779879467867,0
5617,0.797334937432,0
5618,2.37571191987,0
5619,7.09512549618,6
5620,4.48324320135,6
5621,1.96667214004,6
5622,1.86160365348,0
5623,1.17781931798,0
5624,0.230860262356,0
5625,1.08987063183,0
5626,0.423541765895,0
5627,0.037843089651,0
5628,0.24831573192,0
5629,0.791784972574,0
5630,0.77432950301,0
5631,0.476243843754,0
5632,0.581312330305,0
5633,-0.119927474759,0
5634,2.38587932601,3
5635,1.94747857191,0
5636,2.63126290741,4
5637,1.38655386169,0
5638,1.24623876684,1
5639,0.684642718293,0
5640,0.141173477639,0
5641,0.334190650344,0
5642,0.421803667331,0
5643,1.29860517554,0
5644,0.123718008075,0
5645,0.176420085934,0
5646,2.63126290741,1
5647,2.8961757261,1
5648,3.72201325501,9
5649,2.86126478697,1
5650,0.511154782882,0
5651,0.967346675715,0
5652,0.491961214754,0
5653,0.47450574519,0
5654,1.05288592497,0
5655,2.73840516169,3
5656,1.7230266572,1
5657,1.3003432741,0
5658,0.45878837419,0
5659,0.686716486023,0
5660,0.283226671048,0
5661,0.688454584586,0
5662,0.881136088125,0
5663,0.969084774279,0
5664,1.42494099795,0
5665,4.95756190209,3
5666,6.97641340635,3
5667,7.08081055457,9
5668,2.86855285039,0
5669,1.79699607092,0
5670,1.63367554165,0
5671,0.491961214754,0
5672,0.983064046716,0
5673,1.03576612457,0
5674,2.54538798898,0
5675,2.457774972,4
5676,2.73840516169,3
5677,2.73806949252,3
5678,2.38694608624,9
5679,0.579574231741,0
5680,0.755135934882,0
5681,2.10524913632,3
5682,1.12511724013,0
5683,0.47450574519,0
5684,1.21099215855,0
5685,1.01797498584,0
5686,0.983064046716,0
5687,2.05462082619,1
5688,4.4748883777,3
5689,7.38732552141,1
5690,7.61558930241,3
5691,4.97053416702,7
5692,4.84767454174,4
5693,1.63541364021,1
5694,2.63855097083,7
5695,0.670999115022,0
5696,0.809576111305,0
5697,1.26543233497,0
5698,2.07381439432,3
5699,2.89791382466,0
5700,5.54644515718,0
5701,6.66896591595,1
5702,9.2323534211,4
5703,1.0392423217,0
5704,2.61728363497,4
5705,5.84666433689,4
5706,3.40961265415,1
5707,1.51255401493,1
5708,2.56839342341,7
5709,3.44659736101,4
5710,2.52759685025,0
5711,2.69058171035,0
5712,2.23472548669,0
5713,2.35237081628,1
5714,1.86334175205,0
5715,2.03890345519,0
5716,3.11186266406,0
5717,2.97154756921,0
5718,3.762474159,6
5719,6.14889753161,6
5720,4.05848605052,3
5721,1.38969438965,0
5722,2.52967061798,4
5723,4.68990397733,1
5724,7.91855358819,6
5725,5.88224661436,3
5726,4.02323944223,3
5727,2.28776323371,6
5728,1.16210194698,0
5729,1.07448893,0
5730,2.37156438441,1
5731,2.95375643048,1
5732,4.39322074747,1
5733,4.32339886921,6
5734,4.16321886791,7
5735,3.35724624546,6
5736,2.25251662542,0
5737,1.21828022197,4
5738,2.51187947925,3
5739,4.11085245921,4
5740,2.21727001712,9
5741,0.741156662445,1
5742,1.77539306589,0
5743,2.09093419471,1
5744,4.32098943232,1
5745,4.2155852766,3
5746,3.53213661027,3
5747,3.53387470883,3
5748,2.93803905948,1
5749,2.20015021673,0
5750,3.79704942896,3
5751,3.92131148364,1
5752,3.51815733783,1
5753,4.67699146512,1
5754,3.13453242931,3
5755,1.83190701005,1
5756,5.12937149166,3
5757,4.00718640206,3
5758,4.13178412591,1
5759,2.85182847189,3
5760,2.81691753276,1
5761,4.92444881425,1
5762,2.82072939906,1
5763,3.30975846329,1
5764,2.00713304402,0
5765,3.35864867485,1
5766,3.57085941569,1
5767,4.78239562084,0
5768,5.23998994307,0
5769,4.29336655661,1
5770,3.99494522819,1
5771,4.52129466844,1
5772,3.81971919421,1
5773,4.82111842626,1
5774,2.94151525661,1
5775,3.47621952052,1
5776,4.21685346934,1
5777,2.85530466902,1
