Number,State Code,County Code,Site Num,Date Local,Local Site Name,State Name,County Name,City Name,Temp Arithmetic Mean,Wind SpeedArithmetic Mean,Wind Direction Arithmetic Mean,Barometric pressure Arithmetic Mean,CO Arithmetic Mean,CO AQI,SO2 Arithmetic Mean,SO2 AQI,NO2 Arithmetic Mean,NO2 AQI,Ozone Arithmetic Mean,Ozone AQI,PM2.5 Arithmetic Mean,PM2.5 AQI,AQI,TAQI
286,1,73,23,2015/4/8,North Birmingham,Alabama,Jefferson,Birmingham,72.491667,1.329167,206.375,997.3125,10.7625,6,0.018292,4,10.7625,20,0.018292,31,12.9,53,53,48
287,1,73,23,2015/4/9,North Birmingham,Alabama,Jefferson,Birmingham,75.595833,2.558333,204.208333,996.0125,5.8375,5,0.027458,1,5.8375,19,0.027458,31,11.4,48,48,28
288,1,73,23,2015/4/10,North Birmingham,Alabama,Jefferson,Birmingham,68.654167,1.775,279.791667,995.591667,4.125,2,0.022833,0,4.125,8,0.022833,28,5.8,24,28,46
289,1,73,23,2015/4/11,North Birmingham,Alabama,Jefferson,Birmingham,65.2,1.191667,67.708333,997.908333,7.7375,3,0.029083,24,7.7375,27,0.029083,46,7.7,32,46,54
290,1,73,23,2015/4/12,North Birmingham,Alabama,Jefferson,Birmingham,65.525,1.125,93.583333,997.545833,9.733333,5,0.0255,9,9.733333,22,0.0255,36,13.7,54,54,20
291,1,73,23,2015/4/13,North Birmingham,Alabama,Jefferson,Birmingham,68.970833,1.804167,156.25,996.141667,8.6625,2,0.016458,3,8.6625,16,0.016458,20,4.2,18,20,37
292,1,73,23,2015/4/14,North Birmingham,Alabama,Jefferson,Birmingham,71.8375,2.058333,206.083333,995.8,7.375,2,0.023833,0,7.375,16,0.023833,31,8.8,37,37,43
293,1,73,23,2015/4/15,North Birmingham,Alabama,Jefferson,Birmingham,72.133333,1.2125,194.666667,995.529167,9.2375,3,0.029042,3,9.2375,22,0.029042,43,9.3,39,43,21
294,1,73,23,2015/4/16,North Birmingham,Alabama,Jefferson,Birmingham,63.329167,1.475,101.541667,997.258333,7.008333,2,0.011833,7,7.008333,13,0.011833,16,5.1,21,21,15
295,1,73,23,2015/4/17,North Birmingham,Alabama,Jefferson,Birmingham,60.841667,1.029167,81.458333,994.9375,7.3125,2,0.010708,0,7.3125,12,0.010708,13,3.6,15,15,22
296,1,73,23,2015/4/18,North Birmingham,Alabama,Jefferson,Birmingham,66.6625,0.9625,174.333333,991.795833,6.495833,2,0.016458,3,6.495833,14,0.016458,22,5.3,22,22,34
297,1,73,23,2015/4/19,North Birmingham,Alabama,Jefferson,Birmingham,69.675,2.345833,210.083333,985.158333,5.570833,2,0.031167,0,5.570833,22,0.031167,34,6,25,34,48
298,1,73,23,2015/4/20,North Birmingham,Alabama,Jefferson,Birmingham,66.2625,2.520833,255.041667,987.0875,5.52381,2,0.036417,1,5.52381,18,0.036417,48,6.2,26,48,44
299,1,73,23,2015/4/21,North Birmingham,Alabama,Jefferson,Birmingham,60.979167,0.9375,272.291667,992.925,13.05,5,0.024042,0,13.05,40,0.024042,44,5,21,44,46
300,1,73,23,2015/4/22,North Birmingham,Alabama,Jefferson,Birmingham,66.845833,1.595833,204.333333,992.670833,11.583333,5,0.0325,1,11.583333,29,0.0325,46,11,46,46,38
301,1,73,23,2015/4/23,North Birmingham,Alabama,Jefferson,Birmingham,60.233333,1.1,70.833333,993.883333,10.175,3,0.023625,7,10.175,30,0.023625,34,9.2,38,38,49
302,1,73,23,2015/4/24,North Birmingham,Alabama,Jefferson,Birmingham,64.833333,0.975,103.291667,993.441667,12.008333,3,0.038667,10,12.008333,25,0.038667,49,10.8,45,49,48
303,1,73,23,2015/4/25,North Birmingham,Alabama,Jefferson,Birmingham,69.345833,1.570833,181.416667,984.8875,7.295833,3,0.0215,0,7.295833,17,0.0215,29,11.6,48,48,40
304,1,73,23,2015/4/26,North Birmingham,Alabama,Jefferson,Birmingham,69.941667,2.0125,220.458333,985.225,3.891667,3,0.031417,0,3.891667,11,0.031417,40,9.6,40,40,44
305,1,73,23,2015/4/27,North Birmingham,Alabama,Jefferson,Birmingham,59.520833,1.5625,43.041667,989.675,4.6,2,0.034833,13,4.6,12,0.034833,44,8.2,34,44,43
306,1,73,23,2015/4/28,North Birmingham,Alabama,Jefferson,Birmingham,60.858333,1.133333,134.958333,988.791667,6.066667,2,0.035,10,6.066667,15,0.035,43,9.4,39,43,44
307,1,73,23,2015/4/29,North Birmingham,Alabama,Jefferson,Birmingham,60.420833,1.079167,203,986.9875,8.741667,5,0.02725,9,8.741667,31,0.02725,44,10.3,43,44,58
308,1,73,23,2015/4/30,North Birmingham,Alabama,Jefferson,Birmingham,64.204167,1.279167,247.208333,989.004167,8.590476,5,0.040708,1,8.590476,21,0.040708,58,8.3,35,58,51
309,1,73,23,2015/5/1,North Birmingham,Alabama,Jefferson,Birmingham,60.979167,1.2875,70,994.579167,7.6375,3,0.032792,1,7.6375,30,0.032792,51,7.4,31,51,71
310,1,73,23,2015/5/2,North Birmingham,Alabama,Jefferson,Birmingham,64.3875,0.533333,153.083333,996.708333,13.704167,5,0.029625,37,13.704167,26,0.029625,71,18,63,71,69
311,1,73,23,2015/5/3,North Birmingham,Alabama,Jefferson,Birmingham,68.720833,0.970833,138.791667,998.358333,13.8125,6,0.030458,19,13.8125,33,0.030458,67,20.8,69,69,77
312,1,73,23,2015/5/4,North Birmingham,Alabama,Jefferson,Birmingham,70.966667,0.683333,116.958333,1001.791667,18.63,6,0.029583,14,18.63,36,0.029583,77,23.8,76,77,67
313,1,73,23,2015/5/5,North Birmingham,Alabama,Jefferson,Birmingham,71.854167,1.025,79.708333,1002.125,16.979167,6,0.025792,20,16.979167,34,0.025792,48,19.5,67,67,68
314,1,73,23,2015/5/6,North Birmingham,Alabama,Jefferson,Birmingham,71.504167,0.916667,88,999.166667,16.341667,5,0.025292,16,16.341667,32,0.025292,47,20,68,68,78
315,1,73,23,2015/5/7,North Birmingham,Alabama,Jefferson,Birmingham,74.133333,0.7125,91.75,997.529167,17.5875,6,0.028292,51,17.5875,35,0.028292,64,25.1,78,78,122
316,1,73,23,2015/5/8,North Birmingham,Alabama,Jefferson,Birmingham,76.666667,0.75,137.416667,997.141667,20.358333,6,0.034125,43,20.358333,45,0.034125,122,24,76,122,101
317,1,73,23,2015/5/9,North Birmingham,Alabama,Jefferson,Birmingham,78.1375,0.870833,166.166667,997.425,16.470833,7,0.033042,29,16.470833,35,0.033042,101,24.1,76,101,87
318,1,73,23,2015/5/10,North Birmingham,Alabama,Jefferson,Birmingham,79.745833,1.020833,128.25,997.666667,14.954167,6,0.031875,20,14.954167,32,0.031875,67,29,87,87,72
319,1,73,23,2015/5/11,North Birmingham,Alabama,Jefferson,Birmingham,79.7375,1.75,227.833333,997.95,11.541667,6,0.024583,24,11.541667,32,0.024583,39,21.9,72,72,53
320,1,73,23,2015/5/12,North Birmingham,Alabama,Jefferson,Birmingham,75.091667,1.291667,294.333333,1000.95,4.554167,2,0.03525,1,4.554167,12,0.03525,44,13.1,53,53,84
321,1,73,23,2015/5/13,North Birmingham,Alabama,Jefferson,Birmingham,71.495833,1.208333,71.291667,1001.445833,9.216667,3,0.036833,11,9.216667,38,0.036833,84,11.6,48,84,112
322,1,73,23,2015/5/14,North Birmingham,Alabama,Jefferson,Birmingham,75.608333,0.804167,127.375,1000.691667,15.883333,5,0.045375,21,15.883333,35,0.045375,112,17.2,62,112,52
323,1,73,23,2015/5/15,North Birmingham,Alabama,Jefferson,Birmingham,74.5,2.125,149.708333,1000.633333,7.045833,3,0.028542,1,7.045833,14,0.028542,31,12.8,52,52,39
324,1,73,23,2015/5/16,North Birmingham,Alabama,Jefferson,Birmingham,73.225,1.591667,153.75,999.745833,5.354167,2,0.022167,1,5.354167,8,0.022167,27,9.4,39,39,43
325,1,73,23,2015/5/17,North Birmingham,Alabama,Jefferson,Birmingham,75.245833,1.45,140.583333,1000.829167,4.729167,2,0.022,1,4.729167,13,0.022,31,10.4,43,43,39
326,1,73,23,2015/5/18,North Birmingham,Alabama,Jefferson,Birmingham,76.5375,1.541667,239.708333,1000.483333,7.41,2,0.022875,1,7.41,16,0.022875,37,9.4,39,39,39
327,1,73,23,2015/5/19,North Birmingham,Alabama,Jefferson,Birmingham,77.633333,0.683333,235.208333,997.5375,9.841667,3,0.021792,7,9.841667,29,0.021792,39,9.3,39,39,52
328,1,73,23,2015/5/20,North Birmingham,Alabama,Jefferson,Birmingham,77.4625,1.670833,183.583333,994.395833,9.1875,6,0.02925,14,9.1875,24,0.02925,43,12.7,52,52,29
329,1,73,23,2015/5/21,North Birmingham,Alabama,Jefferson,Birmingham,64.325,1.5625,308.75,996.408333,2.471429,2,0.027208,0,2.471429,5,0.027208,29,5.4,23,29,45
330,1,73,23,2015/5/22,North Birmingham,Alabama,Jefferson,Birmingham,63.841667,1.120833,128.5,1000.7125,7.033333,3,0.029958,9,7.033333,25,0.029958,45,9.2,38,45,64
331,1,73,23,2015/5/23,North Birmingham,Alabama,Jefferson,Birmingham,72.966667,1.2375,110.5,1003.208333,10.225,3,0.043667,10,10.225,25,0.043667,64,18.2,64,64,52
332,1,73,23,2015/5/24,North Birmingham,Alabama,Jefferson,Birmingham,73.416667,1.8625,118.416667,1001.154167,4.966667,3,0.035292,7,4.966667,20,0.035292,40,12.5,52,52,32
333,1,73,23,2015/5/25,North Birmingham,Alabama,Jefferson,Birmingham,72.808333,1.9375,138.875,999.775,4.529167,2,0.024958,4,4.529167,13,0.024958,32,7,29,32,23
334,1,73,23,2015/5/26,North Birmingham,Alabama,Jefferson,Birmingham,73.158333,2.004167,167.416667,999.145833,5.841667,2,0.018875,0,5.841667,15,0.018875,21,5.5,23,23,31
335,1,73,23,2015/5/27,North Birmingham,Alabama,Jefferson,Birmingham,73.845833,1.291667,138.916667,1000.616667,5.579167,1,0.022667,4,5.579167,10,0.022667,29,7.4,31,31,37
336,1,73,23,2015/5/28,North Birmingham,Alabama,Jefferson,Birmingham,71.045833,0.820833,145.5,999.4125,13.244444,2,0.019125,4,13.244444,19,0.019125,23,8.9,37,37,38
337,1,73,23,2015/6/1,North Birmingham,Alabama,Jefferson,Birmingham,73.7,1.154167,180.958333,996.0625,11.4,2,0.02675,1,11.4,14,0.02675,38,8.2,34,38,40
338,1,73,23,2015/6/3,North Birmingham,Alabama,Jefferson,Birmingham,72.508333,0.970833,250.5,993.158333,4.246667,2,0.026042,3,4.246667,13,0.026042,40,9.4,39,40,52
339,1,73,23,2015/6/4,North Birmingham,Alabama,Jefferson,Birmingham,75.35,0.870833,73.791667,995.016667,8.566667,2,0.028542,3,8.566667,19,0.028542,46,12.8,52,52,74
340,1,73,23,2015/6/5,North Birmingham,Alabama,Jefferson,Birmingham,78.966667,0.7375,176.958333,996.05,11.679167,3,0.034625,10,11.679167,34,0.034625,74,14.7,56,74,71
341,1,73,23,2015/6/6,North Birmingham,Alabama,Jefferson,Birmingham,80.129167,0.808333,159.708333,994.379167,9.854167,3,0.035625,55,9.854167,31,0.035625,71,20.2,68,71,87
342,1,73,23,2015/6/7,North Birmingham,Alabama,Jefferson,Birmingham,82.4125,0.8625,126.541667,995.120833,11.666667,5,0.041833,52,11.666667,28,0.041833,87,26.5,81,87,54
343,1,73,23,2015/6/8,North Birmingham,Alabama,Jefferson,Birmingham,82.8125,2.275,202.541667,994.854167,5.133333,3,0.033556,4,5.133333,9,0.033556,39,13.7,54,54,64
344,1,73,23,2015/6/9,North Birmingham,Alabama,Jefferson,Birmingham,79.55,1.383333,243.083333,991.625,5.9375,2,0.035375,1,5.9375,14,0.035375,64,12.4,52,64,61
345,1,73,23,2015/6/10,North Birmingham,Alabama,Jefferson,Birmingham,77.775,0.8625,164.125,991.9375,12.320833,3,0.029208,3,12.320833,22,0.029208,61,16.4,60,61,54
346,1,73,23,2015/6/11,North Birmingham,Alabama,Jefferson,Birmingham,77.445833,1.004167,205.541667,993.7625,12.145833,3,0.026208,3,12.145833,25,0.026208,40,13.5,54,54,34
347,1,73,23,2015/6/12,North Birmingham,Alabama,Jefferson,Birmingham,77.945833,1.8625,203.75,997.270833,5.309524,3,0.025167,3,5.309524,8,0.025167,34,6.2,26,34,51
348,1,73,23,2015/6/13,North Birmingham,Alabama,Jefferson,Birmingham,80.2,1.275,171.166667,999.1,4.879167,2,0.01725,0,4.879167,10,0.01725,25,12.2,51,51,43
349,1,73,23,2015/6/14,North Birmingham,Alabama,Jefferson,Birmingham,82.558333,1.125,173.125,998.920833,7.7,2,0.01675,6,7.7,19,0.01675,28,10.2,43,43,70
350,1,73,23,2015/6/15,North Birmingham,Alabama,Jefferson,Birmingham,85.379167,0.983333,151.333333,999.0125,12.640909,3,0.020833,16,12.640909,25,0.020833,42,21.3,70,70,67
351,1,73,23,2015/6/16,North Birmingham,Alabama,Jefferson,Birmingham,86.129167,0.9125,164,999.391667,10.291667,5,0.024458,10,10.291667,20,0.024458,46,19.7,67,67,71
352,1,73,23,2015/6/17,North Birmingham,Alabama,Jefferson,Birmingham,86.766667,1.091667,133.166667,998.591667,12.208333,6,0.022292,21,12.208333,23,0.022292,42,21.4,71,71,57
353,1,73,23,2015/6/18,North Birmingham,Alabama,Jefferson,Birmingham,85.783333,1.629167,188.916667,997.929167,8.008333,5,0.022208,7,8.008333,19,0.022208,32,15,57,57,32
354,1,73,23,2015/6/19,North Birmingham,Alabama,Jefferson,Birmingham,85.05,2.65,210.416667,996.483333,4.57619,2,0.019167,6,4.57619,12,0.019167,23,7.6,32,32,57
355,1,73,23,2015/6/20,North Birmingham,Alabama,Jefferson,Birmingham,81.4,2.345833,238.458333,996.158333,4.395833,3,0.019333,1,4.395833,10,0.019333,28,14.8,57,57,62
356,1,73,23,2015/6/21,North Birmingham,Alabama,Jefferson,Birmingham,84.970833,1.741667,257.166667,998.241667,5.620833,3,0.01525,0,5.620833,16,0.01525,24,17.2,62,62,65
357,1,73,23,2015/6/22,North Birmingham,Alabama,Jefferson,Birmingham,86.179167,0.7,253.75,999.254167,8.4375,3,0.025333,7,8.4375,25,0.025333,44,18.7,65,65,85
358,1,73,23,2015/6/23,North Birmingham,Alabama,Jefferson,Birmingham,87.436364,1.240909,247.772727,999.131818,9.020833,5,0.027333,6,9.020833,23,0.027333,39,28.2,85,85,67
359,1,73,23,2015/6/24,North Birmingham,Alabama,Jefferson,Birmingham,86.616667,1.070833,257.541667,999.116667,4.929167,2,0.04375,3,4.929167,14,0.04375,67,13.9,55,67,54
360,1,73,23,2015/6/25,North Birmingham,Alabama,Jefferson,Birmingham,82.075,0.791667,231.916667,997.4625,14.275,7,0.027,0,14.275,30,0.027,49,13.3,54,54,46
361,1,73,23,2015/6/26,North Birmingham,Alabama,Jefferson,Birmingham,80.179167,1.608333,211.041667,994.708333,10.254167,8,0.027625,1,10.254167,21,0.027625,37,11,46,46,37
362,1,73,23,2015/6/27,North Birmingham,Alabama,Jefferson,Birmingham,78.2625,1.8,269.333333,992.620833,3.729167,2,0.028583,0,3.729167,6,0.028583,37,5.8,24,37,49
363,1,73,23,2015/6/28,North Birmingham,Alabama,Jefferson,Birmingham,77.2375,1.0125,224.583333,994.45,5.25,2,0.03375,1,5.25,25,0.03375,49,9.9,41,49,51
364,1,73,23,2015/6/29,North Birmingham,Alabama,Jefferson,Birmingham,80.208333,1.758333,191.208333,994.65,9.686364,5,0.034917,3,9.686364,25,0.034917,50,12.2,51,51,44
365,1,73,23,2015/6/30,North Birmingham,Alabama,Jefferson,Birmingham,76.691667,2.204167,226.541667,995.241667,8.125,2,0.030833,0,8.125,27,0.030833,44,10.3,43,44,53
366,1,73,23,2015/7/1,North Birmingham,Alabama,Jefferson,Birmingham,75.845833,1.691667,196.166667,996.0375,8.178947,3,0.023458,0,8.178947,15,0.023458,34,12.9,53,53,62
367,1,73,23,2015/7/2,North Birmingham,Alabama,Jefferson,Birmingham,79.408333,2.516667,228.166667,994.954167,5.375,3,0.01825,0,5.375,8,0.01825,22,17.4,62,62,54
368,1,73,23,2015/7/3,North Birmingham,Alabama,Jefferson,Birmingham,76.641667,1.541667,245.791667,995.033333,5.5375,6,0.023792,4,5.5375,9,0.023792,30,13.4,54,54,50
369,1,73,23,2015/7/4,North Birmingham,Alabama,Jefferson,Birmingham,73.954167,1.416667,201.541667,995.991667,3.8625,2,0.025542,0,3.8625,7,0.025542,33,11.9,50,50,39
370,1,73,23,2015/7/5,North Birmingham,Alabama,Jefferson,Birmingham,75.858333,1.708333,231.208333,998.616667,2.916667,2,0.028458,0,2.916667,6,0.028458,37,9.3,39,39,38
371,1,73,23,2015/7/6,North Birmingham,Alabama,Jefferson,Birmingham,78.766667,1.3625,249.875,999.691667,5.566667,2,0.023083,0,5.566667,14,0.023083,33,9.1,38,38,70
372,1,73,23,2015/7/7,North Birmingham,Alabama,Jefferson,Birmingham,83.4,1.716667,217.166667,999.741667,8.220833,5,0.021,1,8.220833,15,0.021,31,21.2,70,70,61
373,1,73,23,2015/7/8,North Birmingham,Alabama,Jefferson,Birmingham,84.879167,1.616667,217.25,1000.091667,7.8625,5,0.022042,1,7.8625,18,0.022042,33,16.7,61,61,66
374,1,73,23,2015/7/9,North Birmingham,Alabama,Jefferson,Birmingham,86.316667,1.258333,236.833333,1000.183333,9.883333,3,0.023208,1,9.883333,25,0.023208,33,19.2,66,66,67
375,1,73,23,2015/7/10,North Birmingham,Alabama,Jefferson,Birmingham,81.883333,0.95,218.541667,1000.258333,12.425,7,0.02125,3,12.425,28,0.02125,39,19.7,67,67,77
376,1,73,23,2015/7/11,North Birmingham,Alabama,Jefferson,Birmingham,84.8,0.7125,193.916667,1000.279167,10.291667,9,0.02025,6,10.291667,21,0.02025,35,24.6,77,77,65
377,1,73,23,2015/7/12,North Birmingham,Alabama,Jefferson,Birmingham,86.179167,1.008333,219.541667,997.445833,8.020833,8,0.021917,9,8.020833,23,0.021917,37,18.9,65,65,57
378,1,73,23,2015/7/13,North Birmingham,Alabama,Jefferson,Birmingham,87.370833,1.1375,255.25,993.333333,7.872727,3,0.027583,0,7.872727,19,0.027583,41,15,57,57,52
379,1,73,23,2015/7/14,North Birmingham,Alabama,Jefferson,Birmingham,84.5125,2.1875,250,991.141667,5.154167,2,0.028083,0,5.154167,18,0.028083,35,12.8,52,52,56
380,1,73,23,2015/7/15,North Birmingham,Alabama,Jefferson,Birmingham,81.833333,1.2125,234.458333,992.008333,11.975,5,0.021708,4,11.975,33,0.021708,40,14.7,56,56,62
381,1,73,23,2015/7/16,North Birmingham,Alabama,Jefferson,Birmingham,84.370833,0.804167,196.416667,994.4,9.289474,5,0.028875,24,9.289474,27,0.028875,50,17.3,62,62,75
382,1,73,23,2015/7/17,North Birmingham,Alabama,Jefferson,Birmingham,86.620833,0.8125,161.833333,995.595833,13.335294,6,0.035875,40,13.335294,26,0.035875,58,23.5,75,75,73
383,1,73,23,2015/7/18,North Birmingham,Alabama,Jefferson,Birmingham,86.004167,0.775,138.916667,996.466667,14.0125,6,0.025833,23,14.0125,25,0.025833,44,22.4,73,73,56
384,1,73,23,2015/7/19,North Birmingham,Alabama,Jefferson,Birmingham,85.566667,1.183333,194.5,995.620833,8.883333,7,0.023917,14,8.883333,24,0.023917,33,14.3,56,56,53
385,1,73,23,2015/7/20,North Birmingham,Alabama,Jefferson,Birmingham,87.416667,1.454167,234.75,993.158333,6.670833,3,0.026083,1,6.670833,14,0.026083,39,13,53,53,58
386,1,73,23,2015/7/21,North Birmingham,Alabama,Jefferson,Birmingham,85.4125,1.683333,231.666667,991.920833,7.966667,3,0.025,6,7.966667,23,0.025,37,15.3,58,58,52
387,1,73,23,2015/7/22,North Birmingham,Alabama,Jefferson,Birmingham,82.408333,0.804167,221.583333,993.5375,12.016667,3,0.030083,0,12.016667,25,0.030083,50,12.5,52,52,38
388,1,73,23,2015/7/23,North Birmingham,Alabama,Jefferson,Birmingham,77.620833,1.179167,210.541667,994.329167,13.508333,6,0.014375,1,13.508333,22,0.014375,25,9.1,38,38,40
389,1,73,23,2015/7/24,North Birmingham,Alabama,Jefferson,Birmingham,79.883333,0.829167,233.875,994.404167,10.404167,3,0.018708,3,10.404167,27,0.018708,35,9.6,40,40,62
390,1,73,23,2015/7/25,North Birmingham,Alabama,Jefferson,Birmingham,84.358333,0.858333,78.5,993.7,8.283333,5,0.028458,62,8.283333,23,0.028458,45,14.7,56,62,56
391,1,73,23,2015/7/26,North Birmingham,Alabama,Jefferson,Birmingham,84.195833,1.033333,145.25,994.270833,8.6125,5,0.030083,7,8.6125,21,0.030083,46,14.7,56,56,67
392,1,73,23,2015/7/27,North Birmingham,Alabama,Jefferson,Birmingham,81.2375,0.7625,158.083333,994.704167,15.735294,6,0.021875,21,15.735294,23,0.021875,47,19.7,67,67,69
393,1,73,23,2015/7/28,North Birmingham,Alabama,Jefferson,Birmingham,85.733333,0.608333,179.833333,995.220833,13.618182,7,0.024208,7,13.618182,30,0.024208,47,20.8,69,69,62
394,1,73,23,2015/7/29,North Birmingham,Alabama,Jefferson,Birmingham,82.304167,0.766667,182.208333,995.370833,15.161111,6,0.019875,4,15.161111,30,0.019875,32,17.2,62,62,54
395,1,73,23,2015/7/30,North Birmingham,Alabama,Jefferson,Birmingham,84.779167,1.533333,154.083333,995.208333,3.775,3,0.038917,1,3.775,9,0.038917,47,13.3,54,54,54
396,1,73,23,2015/7/31,North Birmingham,Alabama,Jefferson,Birmingham,81.316667,2.3,18.041667,994.779167,2.8875,1,0.044625,1,2.8875,8,0.044625,54,7.7,32,54,58
397,1,73,23,2015/8/1,North Birmingham,Alabama,Jefferson,Birmingham,81.995833,1.779167,25.333333,993.691667,4.991667,2,0.03975,7,4.991667,23,0.03975,58,7.3,30,58,53
398,1,73,23,2015/8/2,North Birmingham,Alabama,Jefferson,Birmingham,83.2875,0.954167,108.041667,992.641667,8.8375,3,0.034417,47,8.8375,34,0.034417,51,13.1,53,53,69
399,1,73,23,2015/8/3,North Birmingham,Alabama,Jefferson,Birmingham,84.170833,0.8875,84.666667,992.7625,13.9125,5,0.029125,69,13.9125,29,0.029125,48,13.2,53,69,147
400,1,73,23,2015/8/4,North Birmingham,Alabama,Jefferson,Birmingham,87.495833,0.620833,166.625,995.083333,19.091667,6,0.041292,21,19.091667,33,0.041292,147,20.2,68,147,63
401,1,73,23,2015/8/5,North Birmingham,Alabama,Jefferson,Birmingham,84.9,1.454167,196.416667,995.491667,12.820833,7,0.03325,3,12.820833,31,0.03325,54,17.6,63,63,49
402,1,73,23,2015/8/6,North Birmingham,Alabama,Jefferson,Birmingham,77.433333,1.45,221.875,992.475,8.954167,2,0.018125,0,8.954167,16,0.018125,27,11.8,49,49,49
403,1,73,23,2015/8/7,North Birmingham,Alabama,Jefferson,Birmingham,80.320833,1.054167,277.291667,991.483333,7.183333,2,0.024167,0,7.183333,16,0.024167,38,11.7,49,49,87
404,1,73,23,2015/8/8,North Birmingham,Alabama,Jefferson,Birmingham,84.120833,0.779167,99.125,992.3125,8.995833,3,0.033917,14,8.995833,20,0.033917,87,18.6,65,87,64
405,1,73,23,2015/8/9,North Birmingham,Alabama,Jefferson,Birmingham,86.720833,0.845833,110.958333,994.070833,10.775,5,0.031375,7,10.775,30,0.031375,58,18.5,64,64,69
406,1,73,23,2015/8/10,North Birmingham,Alabama,Jefferson,Birmingham,83.7875,1.791667,177.5,993.808333,9.013636,6,0.031083,6,9.013636,21,0.031083,41,20.6,69,69,44
407,1,73,23,2015/8/11,North Birmingham,Alabama,Jefferson,Birmingham,82.520833,1.133333,280.416667,994.3625,7.2875,2,0.032042,0,7.2875,21,0.032042,44,10.3,43,44,45
408,1,73,23,2015/8/12,North Birmingham,Alabama,Jefferson,Birmingham,81.383333,1.391667,87.75,996.133333,5.558333,2,0.036333,1,5.558333,11,0.036333,45,10.9,45,45,64
409,1,73,23,2015/8/13,North Birmingham,Alabama,Jefferson,Birmingham,79.954167,1.108333,117.458333,996.1375,5.125,2,0.040458,20,5.125,15,0.040458,64,10.5,44,64,56
410,1,73,23,2015/8/14,North Birmingham,Alabama,Jefferson,Birmingham,82.066667,1.466667,94,997.6,7.78,2,0.034042,4,7.78,12,0.034042,47,14.5,56,56,51
411,1,73,23,2015/8/15,North Birmingham,Alabama,Jefferson,Birmingham,80.6875,1.25,117.833333,998.5,7.1625,2,0.033417,9,7.1625,18,0.033417,44,12.2,51,51,49
412,1,73,23,2015/8/16,North Birmingham,Alabama,Jefferson,Birmingham,78.741667,1.3,116.166667,998.566667,5.783333,2,0.02775,4,5.783333,12,0.02775,34,11.7,49,49,27
413,1,73,23,2015/8/17,North Birmingham,Alabama,Jefferson,Birmingham,74.791667,1.116667,122.5,996.879167,9.554167,2,0.005,3,9.554167,13,0.005,17,6.4,27,27,30
414,1,73,23,2015/8/18,North Birmingham,Alabama,Jefferson,Birmingham,79.4125,1.7125,195.041667,993.891667,6.8875,3,0.003333,0,6.8875,21,0.003333,4,7.3,30,30,40
415,1,73,23,2015/8/19,North Birmingham,Alabama,Jefferson,Birmingham,79.683333,1.954167,201.291667,993.695833,5.1875,3,0.003,0,5.1875,9,0.003,3,9.5,40,40,38
416,1,73,23,2015/8/20,North Birmingham,Alabama,Jefferson,Birmingham,78.8875,1.145833,255.333333,995.2625,6.3,2,0.011071,0,6.3,15,0.011071,22,9.2,38,38,46
417,1,73,23,2015/8/21,North Birmingham,Alabama,Jefferson,Birmingham,79.820833,0.8125,130.5,996.791667,9.9625,3,0.017917,17,9.9625,24,0.017917,38,11.1,46,46,48
418,1,73,23,2015/8/22,North Birmingham,Alabama,Jefferson,Birmingham,79.479167,0.670833,142.583333,996.295833,9.15,3,0.020917,3,9.15,15,0.020917,40,11.4,48,48,37
419,1,73,23,2015/8/23,North Birmingham,Alabama,Jefferson,Birmingham,78.929167,1.108333,246.625,995.125,6.841667,2,0.023,0,6.841667,17,0.023,37,7.7,32,37,49
420,1,73,23,2015/8/24,North Birmingham,Alabama,Jefferson,Birmingham,79.141667,1.145833,300.75,994.929167,3.769565,3,0.025625,0,3.769565,8,0.025625,36,11.8,49,49,43
421,1,73,23,2015/8/25,North Birmingham,Alabama,Jefferson,Birmingham,72.304167,1.445833,248.166667,995.091667,5.816667,2,0.028667,1,5.816667,18,0.028667,43,5.4,23,43,46
422,1,73,23,2015/8/26,North Birmingham,Alabama,Jefferson,Birmingham,71.025,1.270833,155.166667,995.391667,5.97,2,0.032875,1,5.97,10,0.032875,46,8.5,35,46,61
423,1,73,23,2015/8/27,North Birmingham,Alabama,Jefferson,Birmingham,75.220833,1.1,106.166667,995.316667,6.741667,2,0.036667,19,6.741667,12,0.036667,61,13.2,53,61,62
424,1,73,23,2015/8/28,North Birmingham,Alabama,Jefferson,Birmingham,78.595833,1.295833,93.583333,997.079167,8.304167,5,0.035,14,8.304167,21,0.035,45,17.3,62,62,36
425,1,73,23,2015/8/29,North Birmingham,Alabama,Jefferson,Birmingham,76.166667,1.4875,131.125,998.491667,6.5125,2,0.029208,7,6.5125,14,0.029208,35,8.7,36,36,44
426,1,73,23,2015/8/30,North Birmingham,Alabama,Jefferson,Birmingham,71.775,1.270833,38.625,997.158333,4.6125,2,0.026875,6,4.6125,10,0.026875,34,10.6,44,44,46
427,1,73,23,2015/8/31,North Birmingham,Alabama,Jefferson,Birmingham,75.766667,0.970833,58.916667,997.716667,9.341667,3,0.015944,11,9.341667,21,0.015944,31,11.1,46,46,56
428,1,73,23,2015/9/1,North Birmingham,Alabama,Jefferson,Birmingham,79.8375,0.758333,61.708333,998.120833,12.045833,5,0.021292,13,12.045833,31,0.021292,45,14.7,56,56,60
